CASENO,COMPANY,FUNCTIONAL_GROUP,FUNCTION,FUNCTIONAL_AREA,FUNCTIONAL_LOCATION,FUNCTIONAL_SUB_LOCATION,LOCATION_SID,LOCATION_SHORT,COUNTRY_SHORT,SL_COUNTRY,SL_LOCATION_LVL_1,SL_LOCATION_LVL_2,SL_LOCATION_LVL_3,SL_LOCATION_LVL_4,CASE_OCCURENCE_DATE,TITLE,COMPANY_INVOLVED_TYPE,CASE_TYPE,CASE_SEVERITY,CASE_DESCRIPTION,STATUS,HAZARD,IMM_ACTION_TAKEN_RECOM,FULL_INVESTIGATION_DONE,CREATED_DATE,MODIFIED_DATE,APPROVED_WITHIN_DEADLINE,CASE_CLOSED_DATE,CASES_NO_OF_REGISTRATIONS,VALID_FROM,VALID_TO,POTENTIAL_SEV_LEVEL,RISK_AREA,LEARNINGS_ACTUAL_SEVERITY,LEARNINGS_POTENTIAL_RISK,title_length,description_length,combined_text_length,title_word_count,description_word_count,combined_word_count,binary_label,text_features
23823,Uniper Group (70006651) - Altrad,COO (70017898),Asset Operations (70017927),Steam and Biomass (70017928),Ratcliffe UK (70019375),Ratcliffe UK C (Commercial) (70019423),8108,PP RAT,UK,UK,Steam,Ratcliffe,,,21/02/2022,Scaffold spanner slipped on a fitting causing a cut lip,Contractor,Safety,FAC,"IP was erecting a scaffold at U4 turbine, A side, hot reheat pipework and was in the process of tightening a fitting when his spanner slipped from the fitting and hit him on the lip causing a small cut to the upper left hand side lip.                                                                                                                           IP reported to an Altrad first aider and had his mouth rinsed and wiped clean.                                       The cut has stopped bleeding and IP has returned to work.",Closed,Striking into an object (Non-vehicle impacts with fixed objects),IP reported to an Altrad first aider and had his mouth rinsed and wiped clean.                                       The cut has stopped bleeding and IP has returned to work.,Investigated,21/02/2022,,No,28/02/2022,,00/01/1900 00:22,00/01/1900 00:00,Low,Low Risk,Low,Low,55,531,586,10,72,82,0,"Scaffold spanner slipped on a fitting causing a cut lip. IP was erecting a scaffold at U4 turbine, A side, hot reheat pipework and was in the process of tightening a fitting when his spanner slipped from the fitting and hit him on the lip causing a small cut to the upper left hand side lip.                                                                                                                           IP reported to an Altrad first aider and had his mouth rinsed and wiped clean.                                       The cut has stopped bleeding and IP has returned to work."
38027,Uniper Group (70006651) - Uniper,COO (70017898),Asset Operations (70017927),CCGT (70017930),CDCPK (70019211),Business Support CDCPK (70019347),8134,PP COT,UK,UK,Gas Turbine Fleet,CDCPK,CDC,,14/09/2023,Debris in an Individuals Eye,Uniper employee,Safety,FAC,"During internal inspections of the HRSG an individual got a small bit of debris in their eye which required eye wash to remove and clean.
Protective safety glasses were worn for the duration of the inspection.",Closed,Health related hazard (See causes),"The individual was taken for first aid by the supporting first aid trained engineer. An eye wash bottle was used to clean and remove the debris from the individuals eye. There was a slight bit of irritation with the eye but no further treatment was required.
It is recommended that the first aid equipment in the main office has eye wash added to the package for quicker access as the closes eye wash is located a level above the office.",Investigated,15/09/2023,,No,22/01/2024,,00/01/1900 00:22,00/01/1900 00:00,Very low,Low Risk,Low,Low,28,209,237,5,36,41,0,"Debris in an Individuals Eye. During internal inspections of the HRSG an individual got a small bit of debris in their eye which required eye wash to remove and clean.
Protective safety glasses were worn for the duration of the inspection."
16642,Uniper Group (70006651) - Other @ Operational Assets UK,COO (70017898),Engineering (70017949),Asset Projects (70017964),Grid Technologies (75000168),,8138,PP GRA,UK,UK,Gas Turbine Fleet,Grain,,,27/02/2021,Cut to thumb from scaffold clip springing back,Contractor,Safety,MTC/RWC,"During the dismantling of the hydro dem scaffold enclosure, a scaffolder was having trouble opening one of the clips, he struck the clip as it opened it sprung back trapping his right thumb between the clip and the installed tube, cutting his right thumb tip below the nail",Closed,Striking into an object (Non-vehicle impacts with fixed objects),The scaffolder stopped work reported to the site first aider where the cut was cleaned and dressed.  He was taken to hospital and then had a single stich applied. He returned to work on Monday at the companies yard.  He did not return to site.,Investigated,01/03/2021,,Yes,23/03/2021,,00/01/1900 00:22,00/01/1900 00:00,Low,Low Risk,Medium,Low,46,273,319,8,48,56,0,"Cut to thumb from scaffold clip springing back. During the dismantling of the hydro dem scaffold enclosure, a scaffolder was having trouble opening one of the clips, he struck the clip as it opened it sprung back trapping his right thumb between the clip and the installed tube, cutting his right thumb tip below the nail"
18621,Uniper Group (70006651) - Uniper,COO (70017898),Asset Operations (70017927),Steam and Biomass (70017928),Ratcliffe UK (70019375),Ratcliffe UK A (Engineering & Maint) (70019376),8108,PP RAT,UK,UK,Steam,Ratcliffe,,,29/06/2021,Trapped finger during generator works,Uniper employee,Safety,FAC,"Trapped finger, replacing stator coolant resistance columns in U3 alternator pit.",Closed,Unguarded moving machinery,First aid carried out.,Investigated,29/06/2021,,No,14/10/2021,,00/01/1900 00:22,00/01/1900 00:00,Low,Low Risk,Low,Low,37,81,118,5,11,16,0,"Trapped finger during generator works. Trapped finger, replacing stator coolant resistance columns in U3 alternator pit."
17261,Uniper Group (70006651) - Uniper,COO (70017898),Engineering (70017949),Products & Solutions (70017958),Integrity & Inspection Solutions (70017961),Specialist Inspections (70019223),28095,OL,UK,UK,Non Uniper site / Offsite,Other location,,,15/03/2021,Falling Magnetic Limpet Light,Uniper employee,Safety,FAC,"Whilst at an external client's site, a magnetic limpet lamp, located just above head-height in the area that the Uniper team was working, became detached and fell, striking the IP's hard hat. The IP was checked for concussion by the local A&E and told to monitor their condition. No medical treatment was given.",Closed,Uncontrolled moving object,"The cable for the lamp was hidden behind sheeting against the handrails The IP inadvertently stood on the sheeting as part of the task, which pulled the cable and dislodged one of the lights. The IP was assessed, and the client was notified. The client's health and safety reporting system was completed and the client's health and safety team began an investigation.",Investigated,07/04/2021,,No,17/08/2021,,00/01/1900 00:22,00/01/1900 00:00,Low,Low Risk,Low,Low,29,311,340,4,53,57,0,"Falling Magnetic Limpet Light. Whilst at an external client's site, a magnetic limpet lamp, located just above head-height in the area that the Uniper team was working, became detached and fell, striking the IP's hard hat. The IP was checked for concussion by the local A&E and told to monitor their condition. No medical treatment was given."
24609,Uniper Group (70006651) - HARGREAVES,COO (70017898),Asset Operations (70017927),Steam and Biomass (70017928),Ratcliffe UK (70019375),Ratcliffe UK B (Production) (70019407),8108,PP RAT,UK,UK,Steam,Ratcliffe,,,28/03/2022,Burns to right wrist,Contractor,Safety,FAC,Whilst carrying out operations to apply the float test on U3 6B HP heater the AUO burnt his right wrist on some hot metal pipework causing burns which required first aid treatment.,Closed,"Temperature Extreme (Inc. Hot or cold surfaces, gases and environments)","First aid treatment and 1 hour report carried out and  AUO returned to normal duties.
Photos taken and sent with 1 hour report.",Investigated,28/03/2022,,No,20/09/2022,,00/01/1900 00:22,00/01/1900 00:00,Low,Low Risk,Low,Low,20,180,200,4,32,36,0,Burns to right wrist. Whilst carrying out operations to apply the float test on U3 6B HP heater the AUO burnt his right wrist on some hot metal pipework causing burns which required first aid treatment.
26674,Uniper Group (70006651) - Siemens Power Generation UK,COO (70017898),Asset Operations (70017927),CCGT (70017930),CDCPK (70019211),Business Support CDCPK (70019347),8134,PP COT,UK,UK,Gas Turbine Fleet,CDCPK,CDC,,03/07/2022,First Aid incident - cut to finger on ST from shim steel in pipe clamp,Contractor,Safety,FAC,"A mechanical fitter working for Siemens on the Steam Turbine suffered a cut to his right index finger that required First Aid treatment.
The IP stated that when running his hand down a handrail he caught his finger on a saf clamp attached to the hand rail. Under the clamp was a piece of steel shimming which cut his finger. Gloves where not been worn as the IP had removed them to carry out a measuring task.",Closed,Sharp Edge: In the work environment,"A plaster was applied by a Siemens First Aider and the IP returned to work. 
The piece of steel shimming was removed and disposed of.",Investigated,04/07/2022,,No,21/09/2022,,00/01/1900 00:22,00/01/1900 00:00,Very low,Low Risk,Low,Low,70,409,479,15,77,92,0,"First Aid incident - cut to finger on ST from shim steel in pipe clamp. A mechanical fitter working for Siemens on the Steam Turbine suffered a cut to his right index finger that required First Aid treatment.
The IP stated that when running his hand down a handrail he caught his finger on a saf clamp attached to the hand rail. Under the clamp was a piece of steel shimming which cut his finger. Gloves where not been worn as the IP had removed them to carry out a measuring task."
18816,Uniper Group (70006651) - Siemens Power Generation UK,COO (70017898),Engineering (70017949),Asset Projects (70017964),Mid-Sized Projects (70019176),Technical Project Management (70019540),8138,PP GRA,UK,UK,Gas Turbine Fleet,Grain,,,06/07/2021,Graze sustained after slip,Contractor,Safety,FAC,"Siemens operative working on the U41 transformer plinth.  He was working in a knelt position, shuffled backwards, boot slipped off edge of plinth and the operatives came into contact with the edge of the concrete plinth and sustained a graze to the lower right shin. The wound was cleaned and dressed by an onsite first aider.  The operative returned to work shortly after.",Closed,-- Not selected --,"First aid applied to lower right shin (Antiseptic wipe).
Man returned to work, straight after treatment, no further issues.",Investigated,06/07/2021,,Yes,21/07/2021,,00/01/1900 00:22,00/01/1900 00:00,Very low,Low Risk,Low,Low,26,373,399,4,63,67,0,"Graze sustained after slip. Siemens operative working on the U41 transformer plinth.  He was working in a knelt position, shuffled backwards, boot slipped off edge of plinth and the operatives came into contact with the edge of the concrete plinth and sustained a graze to the lower right shin. The wound was cleaned and dressed by an onsite first aider.  The operative returned to work shortly after."
36800,Uniper Group (70006651) - Other @ Operational Assets UK,COO (70017898),Asset Operations (70017927),Steam and Biomass (70017928),Ratcliffe UK (70019375),Ratcliffe UK C (Commercial) (70019423),8108,PP RAT,UK,UK,Steam,Ratcliffe,,,28/07/2023,Cut finger while repairing inlet bridge duct,Contractor,Safety,FAC,While carrying out internal repairs to U4 inlet bridge duct IP cut his finger on a piece of metal. The individual was wearing all of the correct PPE while carrying out the repair but as he was brushing the dust from the area a piece of metal cut through his glove and cut his finger.  First aid was administered at site and employee returned to work the next day.,Closed,Sharp Edge: In the work environment,"IP received first aid treatment at site and accident booked filled in.
TFL to issue tool box tool regarding the accident.",Investigated,28/07/2023,,No,20/12/2023,,00/01/1900 00:22,00/01/1900 00:00,Low,Low Risk,Low,Low,44,363,407,7,69,76,0,Cut finger while repairing inlet bridge duct. While carrying out internal repairs to U4 inlet bridge duct IP cut his finger on a piece of metal. The individual was wearing all of the correct PPE while carrying out the repair but as he was brushing the dust from the area a piece of metal cut through his glove and cut his finger.  First aid was administered at site and employee returned to work the next day.
18177,Uniper Group (70006651) - Altrad,COO (70017898),Asset Operations (70017927),Steam and Biomass (70017928),Ratcliffe UK (70019375),Ratcliffe UK C (Commercial) (70019423),8108,PP RAT,UK,UK,Steam,Ratcliffe,,,01/06/2021,Individual fell on level ground.,Contractor,Safety,FAC,Individual found on floor on ground level adjacent to number 4 goods lift.,Closed,Slip / Trip / Fall (at the same floor level and on stairs),"Uniper First Aiders attended individual, as a precaution the emergency services took individual to hospital for further checks.",Investigated,02/06/2021,,No,02/08/2021,,00/01/1900 00:22,00/01/1900 00:00,Low,Low Risk,Low,Low,32,74,106,5,13,18,0,Individual fell on level ground.. Individual found on floor on ground level adjacent to number 4 goods lift.
15985,Uniper Group (70006651) - Uniper,COO (70017898),Asset Operations (70017927),Steam and Biomass (70017928),Ratcliffe UK (70019375),Ratcliffe UK A (Engineering & Maint) (70019376),8108,PP RAT,UK,UK,Steam,Ratcliffe,,,31/01/2021,Cut to finger,Uniper employee,Safety,FAC,"Whilst replacing S4 sump pump in cable tunnels, IP grabbed pump at the lower end where the intake holes are located but when pump was lifted off the ground it spun due it being top heavy to the point where the IP's fingers were located resulting in the edge of the intake holes slicing through the glove and into the finger.",Closed,"Manual handling - Load (Weight, size, stability, etc.)",IP saw site First Aider who treated the cut.,Investigated,02/02/2021,,No,15/03/2021,,00/01/1900 00:22,00/01/1900 00:00,Very low,Low Risk,Low,Low,13,324,337,3,61,64,0,"Cut to finger. Whilst replacing S4 sump pump in cable tunnels, IP grabbed pump at the lower end where the intake holes are located but when pump was lifted off the ground it spun due it being top heavy to the point where the IP's fingers were located resulting in the edge of the intake holes slicing through the glove and into the finger."
